Frequency (Hz)	Level (dB)
9391.168213	-100.618782
9391.841125	-100.534790
9392.514038	-100.509285
9393.186951	-100.115990
9393.859863	-99.994331
9394.532776	-100.446480
9395.205688	-101.318954
9395.878601	-100.514648
9396.551514	-99.419037
9397.224426	-99.987968
9397.897339	-99.778015
9398.570251	-99.869789
9399.243164	-99.637726
9399.916077	-99.162292
9400.588989	-99.316376
9401.261902	-99.288452
9401.934814	-99.039574
9402.607727	-99.877708
9403.280640	-100.573067
9403.953552	-99.840752
9404.626465	-100.415855
9405.299377	-100.251190
9405.972290	-100.207031
9406.645203	-101.021019
9407.318115	-100.587440
9407.991028	-99.969559
9408.663940	-99.647621
9409.336853	-98.819633
9410.009766	-98.967728
9410.682678	-99.399521
9411.355591	-99.797897
9412.028503	-99.689667
9412.701416	-99.387398
9413.374329	-100.570717
9414.047241	-100.213821
9414.720154	-100.168289
9415.393066	-99.864662
9416.065979	-98.910965
9416.738892	-99.702621
9417.411804	-100.408760
9418.084717	-100.437088
9418.757629	-100.280327
9419.430542	-99.639297
9420.103455	-100.213852
9420.776367	-99.569519
9421.449280	-99.590721
9422.122192	-100.427872
9422.795105	-99.642632
9423.468018	-99.315506
9424.140930	-99.635849
9424.813843	-99.688103
9425.486755	-100.698776
9426.159668	-100.164009
9426.832581	-99.815079
9427.505493	-100.739395
9428.178406	-101.223854
9428.851318	-100.915749
9429.524231	-100.116470
9430.197144	-99.368935
9430.870056	-100.608276
9431.542969	-100.658882
9432.215881	-99.794754
9432.888794	-100.756241
9433.561707	-101.247818
9434.234619	-101.116119
9434.907532	-100.858353
9435.580444	-101.300568
9436.253357	-100.611473
9436.926270	-100.652206
9437.599182	-100.364578
9438.272095	-99.947586
9438.945007	-98.956108
9439.617920	-99.673050
9440.290833	-100.839531
9440.963745	-98.938881
9441.636658	-99.218513
9442.309570	-100.276474
9442.982483	-100.436142
9443.655396	-99.248291
9444.328308	-99.763206
9445.001221	-99.564583
9445.674133	-98.542198
9446.347046	-100.541267
9447.019958	-101.306519
9447.692871	-99.837616
9448.365784	-98.285591
9449.038696	-98.183388
9449.711609	-99.715424
9450.384521	-99.773697
9451.057434	-99.004036
9451.730347	-99.923782
9452.403259	-100.745201
9453.076172	-100.641273
9453.749084	-100.179947
9454.421997	-100.449074
9455.094910	-99.121750
9455.767822	-99.142830
9456.440735	-99.974068
9457.113647	-100.614273
9457.786560	-100.205284
9458.459473	-99.593681
9459.132385	-100.358635
9459.805298	-100.378143
9460.478210	-100.339813
9461.151123	-99.804466
9461.824036	-100.107269
9462.496948	-100.966286
9463.169861	-100.795837
9463.842773	-100.367622
9464.515686	-99.732010
9465.188599	-98.858032
9465.861511	-99.801079
9466.534424	-99.096046
9467.207336	-98.827873
9467.880249	-100.320969
9468.553162	-100.322403
9469.226074	-100.477325
9469.898987	-99.460777
9470.571899	-100.152481
9471.244812	-100.607933
9471.917725	-99.521088
9472.590637	-100.425797
9473.263550	-100.819366
9473.936462	-101.145424
9474.609375	-98.693909
9475.282288	-97.863724
9475.955200	-100.423622
9476.628113	-101.074287
9477.301025	-99.732918
9477.973938	-99.310051
9478.646851	-99.454071
9479.319763	-99.734695
9479.992676	-99.667976
9480.665588	-99.903633
9481.338501	-99.624092
9482.011414	-99.905609
9482.684326	-100.069862
9483.357239	-98.998726
9484.030151	-99.271423
9484.703064	-100.604073
9485.375977	-99.812035
9486.048889	-100.304466
9486.721802	-100.057945
9487.394714	-99.732971
9488.067627	-100.528740
9488.740540	-101.004646
9489.413452	-100.601753
9490.086365	-99.613106
9490.759277	-100.346977
9491.432190	-100.317963
9492.105103	-100.037018
9492.778015	-100.340927
9493.450928	-100.204788
9494.123840	-100.369682
9494.796753	-99.435806
9495.469666	-99.565338
9496.142578	-99.539917
9496.815491	-99.722366
9497.488403	-100.883850
9498.161316	-99.749313
9498.834229	-100.603493
9499.507141	-100.396957
9500.180054	-99.690369
9500.852966	-100.507980
9501.525879	-100.822037
9502.198792	-100.659103
9502.871704	-99.547356
9503.544617	-99.173622
9504.217529	-99.417023
9504.890442	-100.244972
9505.563354	-100.736496
9506.236267	-100.279335
9506.909180	-100.195976
9507.582092	-99.873306
9508.255005	-100.231506
9508.927917	-100.544403
9509.600830	-99.338295
9510.273743	-99.801506
9510.946655	-101.399963
9511.619568	-100.028038
9512.292480	-99.900917
9512.965393	-101.212013
9513.638306	-100.049606
9514.311218	-99.113754
9514.984131	-100.052032
9515.657043	-100.669800
9516.329956	-99.746391
9517.002869	-99.994270
9517.675781	-100.960594
9518.348694	-100.618042
9519.021606	-98.985558
9519.694519	-99.622246
9520.367432	-100.710594
9521.040344	-100.568573
9521.713257	-100.242317
9522.386169	-100.850990
9523.059082	-99.745064
9523.731995	-99.482849
9524.404907	-99.777916
9525.077820	-100.120148
9525.750732	-99.955238
9526.423645	-100.522011
9527.096558	-99.698479
9527.769470	-99.870445
9528.442383	-100.596565
9529.115295	-100.414589
9529.788208	-99.078331
9530.461121	-99.279037
9531.134033	-100.557106
9531.806946	-100.001968
9532.479858	-99.291183
9533.152771	-100.501213
9533.825684	-100.222649
9534.498596	-99.403221
9535.171509	-100.073372
9535.844421	-99.744301
9536.517334	-99.474495
9537.190247	-100.049759
9537.863159	-99.652977
9538.536072	-99.144318
9539.208984	-99.018822
9539.881897	-99.856750
9540.554810	-99.298950
9541.227722	-98.947197
9541.900635	-100.743652
9542.573547	-100.040375
9543.246460	-99.791397
9543.919373	-99.356483
9544.592285	-99.694748
9545.265198	-100.240387
9545.938110	-99.832764
9546.611023	-100.172966
9547.283936	-101.231728
9547.956848	-100.946426
9548.629761	-100.681786
9549.302673	-100.491348
9549.975586	-99.936020
9550.648499	-100.469971
9551.321411	-101.063042
9551.994324	-100.526276
9552.667236	-100.114876
9553.340149	-100.775772
9554.013062	-100.599098
9554.685974	-100.734665
9555.358887	-100.620811
9556.031799	-99.840645
9556.704712	-100.209785
9557.377625	-99.970566
9558.050537	-100.090294
9558.723450	-100.223289
9559.396362	-99.573845
9560.069275	-99.512054
9560.742188	-100.373253
9561.415100	-98.982147
9562.088013	-98.630409
9562.760925	-100.634544
9563.433838	-101.116188
9564.106750	-100.389542
9564.779663	-99.337074
9565.452576	-99.677887
9566.125488	-100.234482
9566.798401	-100.193588
9567.471313	-100.003609
9568.144226	-99.939293
9568.817139	-100.429016
9569.490051	-99.880829
9570.162964	-99.169403
9570.835876	-100.255188
9571.508789	-100.179977
9572.181702	-100.425194
9572.854614	-100.891037
9573.527527	-99.442413
9574.200439	-100.188461
9574.873352	-99.605957
9575.546265	-99.453606
9576.219177	-100.133438
9576.892090	-100.153259
9577.565002	-100.150169
9578.237915	-100.233902
9578.910828	-99.755104
9579.583740	-100.098755
9580.256653	-100.864487
9580.929565	-100.523605
9581.602478	-100.598160
9582.275391	-100.786804
9582.948303	-100.563972
9583.621216	-100.170395
9584.294128	-100.651360
9584.967041	-100.046005
9585.639954	-100.713440
9586.312866	-100.061058
9586.985779	-99.496284
9587.658691	-100.446716
9588.331604	-99.123589
9589.004517	-98.524124
9589.677429	-100.446556
9590.350342	-100.199844
9591.023254	-98.955383
9591.696167	-99.283852
9592.369080	-100.271584
9593.041992	-100.066185
9593.714905	-99.993225
9594.387817	-99.953705
9595.060730	-99.693008
9595.733643	-100.135017
9596.406555	-100.393105
9597.079468	-100.016029
9597.752380	-99.083900
9598.425293	-99.384102
9599.098206	-99.476456
9599.771118	-100.403130
9600.444031	-99.764656
9601.116943	-98.592697
9601.789856	-99.112022
9602.462769	-99.821709
9603.135681	-100.225700
9603.808594	-99.654518
9604.481506	-100.068886
9605.154419	-100.364143
9605.827332	-99.520599
9606.500244	-99.089584
9607.173157	-100.864319
9607.846069	-99.833748
9608.518982	-100.482666
9609.191895	-100.935349
9609.864807	-100.632851
9610.537720	-100.432892
9611.210632	-99.863419
9611.883545	-99.474136
9612.556458	-100.266701
9613.229370	-100.983116
9613.902283	-100.287498
9614.575195	-100.264008
9615.248108	-100.536667
9615.921021	-100.361526
9616.593933	-100.921181
9617.266846	-100.199593
9617.939758	-99.961639
9618.612671	-100.688492
9619.285583	-100.490860
9619.958496	-100.730721
9620.631409	-100.612045
9621.304321	-100.616676
9621.977234	-100.218544
9622.650146	-100.404373
9623.323059	-100.352676
9623.995972	-100.710701
9624.668884	-100.140541
9625.341797	-100.204010
9626.014709	-100.489662
9626.687622	-100.465164
9627.360535	-100.215767
9628.033447	-99.969658
9628.706360	-99.553986
9629.379272	-99.705246
9630.052185	-99.643982
9630.725098	-99.592453
9631.398010	-100.968620
9632.070923	-100.214241
9632.743835	-99.508507
9633.416748	-100.379829
9634.089661	-100.509293
9634.762573	-100.605301
9635.435486	-99.940910
9636.108398	-98.623856
9636.781311	-100.666336
9637.454224	-101.006966
9638.127136	-100.201149
9638.800049	-100.615173
9639.472961	-100.174797
9640.145874	-100.341461
9640.818787	-99.742012
9641.491699	-99.529221
9642.164612	-100.894730
9642.837524	-100.631119
9643.510437	-100.508980
9644.183350	-100.611504
9644.856262	-101.117943
9645.529175	-100.391380
9646.202087	-99.578720
9646.875000	-100.751053
9647.547913	-100.763855
9648.220825	-100.577988
9648.893738	-101.136055
9649.566650	-100.395813
9650.239563	-100.948318
9650.912476	-101.370094
9651.585388	-100.425339
9652.258301	-100.400215
9652.931213	-99.472427
9653.604126	-99.360512
9654.277039	-99.591522
9654.949951	-100.177757
9655.622864	-100.037743
9656.295776	-100.082596
9656.968689	-100.437408
9657.641602	-100.690872
9658.314514	-99.403084
9658.987427	-100.093315
9659.660339	-100.045601
9660.333252	-100.448730
9661.006165	-100.568146
9661.679077	-100.483688
9662.351990	-100.358879
9663.024902	-100.302917
9663.697815	-100.177864
9664.370728	-100.319122
9665.043640	-100.570435
9665.716553	-100.703903
9666.389465	-100.960106
9667.062378	-100.857872
9667.735291	-100.575943
9668.408203	-100.674377
9669.081116	-100.574821
9669.754028	-100.552742
9670.426941	-100.652428
9671.099854	-101.220398
9671.772766	-99.624443
9672.445679	-99.473602
9673.118591	-99.678482
9673.791504	-100.955727
9674.464417	-100.947914
9675.137329	-100.282646
9675.810242	-100.578377
9676.483154	-99.700951
9677.156067	-99.264343
9677.828979	-99.713737
9678.501892	-100.487968
9679.174805	-101.019615
9679.847717	-99.891541
9680.520630	-99.619370
9681.193542	-100.269081
9681.866455	-98.988617
9682.539368	-99.152908
9683.212280	-99.873482
9683.885193	-99.517868
9684.558105	-99.282585
9685.231018	-99.716064
9685.903931	-100.565063
9686.576843	-100.583336
9687.249756	-99.407578
9687.922668	-98.993782
9688.595581	-99.618752
9689.268494	-100.665680
9689.941406	-101.313278
9690.614319	-100.811340
9691.287231	-100.608650
9691.960144	-100.789818
9692.633057	-100.467690
9693.305969	-100.060059
9693.978882	-101.102539
9694.651794	-101.135506
9695.324707	-100.551811
9695.997620	-100.181808
9696.670532	-100.550293
9697.343445	-100.565781
9698.016357	-101.149017
9698.689270	-100.116989
9699.362183	-99.774345
9700.035095	-100.469963
9700.708008	-100.335075
9701.380920	-100.130463
9702.053833	-101.142128
9702.726746	-100.810814
9703.399658	-99.366936
9704.072571	-99.240685
9704.745483	-100.387085
9705.418396	-99.573006
9706.091309	-99.266907
9706.764221	-98.363846
9707.437134	-98.766144
9708.110046	-99.515709
9708.782959	-99.857796
9709.455872	-100.702705
9710.128784	-100.827942
9710.801697	-100.255737
9711.474609	-100.427139
9712.147522	-99.452324
9712.820435	-99.715073
9713.493347	-100.274956
9714.166260	-100.040413
9714.839172	-100.927666
9715.512085	-100.540047
9716.184998	-99.939888
9716.857910	-100.273117
9717.530823	-100.326187
9718.203735	-100.394379
9718.876648	-99.936295
9719.549561	-99.748512
9720.222473	-100.721199
9720.895386	-99.618614
9721.568298	-99.188400
9722.241211	-99.923569
9722.914124	-100.474998
9723.587036	-99.572868
9724.259949	-99.806351
9724.932861	-100.603508
9725.605774	-100.083450
9726.278687	-100.654030
9726.951599	-100.056732
9727.624512	-100.291786
9728.297424	-100.655060
9728.970337	-100.540657
9729.643250	-100.914047
9730.316162	-101.203888
9730.989075	-100.121651
9731.661987	-100.396774
9732.334900	-100.671211
9733.007813	-100.508430
9733.680725	-100.398117
9734.353638	-100.157417
9735.026550	-99.344650
9735.699463	-99.551094
9736.372375	-100.376213
9737.045288	-100.679710
9737.718201	-100.984383
9738.391113	-100.553368
9739.064026	-100.124420
9739.736938	-101.310165
9740.409851	-100.033646
9741.082764	-100.338661
9741.755676	-100.974213
9742.428589	-101.338440
9743.101501	-100.862839
9743.774414	-101.628136
9744.447327	-101.470909
9745.120239	-100.515495
9745.793152	-99.261238
9746.466064	-99.238121
9747.138977	-100.790314
9747.811890	-100.221497
9748.484802	-100.619377
9749.157715	-100.641136
9749.830627	-101.141434
9750.503540	-100.434685
9751.176453	-100.405083
9751.849365	-101.662704
9752.522278	-99.777184
9753.195190	-99.678497
9753.868103	-99.655640
9754.541016	-100.941025
9755.213928	-100.619354
9755.886841	-100.787521
9756.559753	-101.470154
9757.232666	-100.602173
9757.905579	-100.846771
9758.578491	-101.342384
9759.251404	-100.415848
9759.924316	-101.456619
9760.597229	-101.224487
9761.270142	-100.494812
9761.943054	-100.910278
9762.615967	-100.832359
9763.288879	-100.298935
9763.961792	-98.499336
9764.634705	-98.081512
9765.307617	-99.840454
9765.980530	-99.393806
9766.653442	-98.787689
9767.326355	-100.087013
9767.999268	-100.390686
9768.672180	-100.162544
9769.345093	-100.103920
9770.018005	-100.347923
9770.690918	-100.885231
9771.363831	-100.244751
9772.036743	-100.439796
9772.709656	-101.353325
9773.382568	-101.119484
9774.055481	-101.093872
9774.728394	-100.286209
9775.401306	-100.420471
9776.074219	-99.697052
9776.747131	-98.564308
9777.420044	-98.701912
9778.092957	-98.668587
9778.765869	-99.703445
9779.438782	-101.112801
9780.111694	-100.764671
9780.784607	-99.771141
9781.457520	-100.250313
9782.130432	-99.951683
9782.803345	-99.563614
9783.476257	-100.039757
9784.149170	-100.474625
9784.822083	-99.877060
9785.494995	-100.299355
9786.167908	-100.867775
9786.840820	-100.686409
9787.513733	-100.246140
9788.186646	-100.399910
9788.859558	-101.153885
9789.532471	-100.820213
9790.205383	-100.446526
9790.878296	-101.089424
9791.551208	-101.362679
9792.224121	-100.752396
9792.897034	-100.310608
9793.569946	-101.043617
9794.242859	-99.928314
9794.915771	-100.076523
9795.588684	-100.209587
9796.261597	-100.301476
9796.934509	-100.458672
9797.607422	-100.441330
9798.280334	-100.600327
9798.953247	-100.165863
9799.626160	-100.171257
9800.299072	-100.729324
9800.971985	-100.902611
9801.644897	-100.733864
9802.317810	-100.948875
9802.990723	-100.923447
9803.663635	-100.636177
9804.336548	-100.713936
9805.009460	-100.637039
9805.682373	-100.341904
9806.355286	-100.575760
9807.028198	-100.996910
9807.701111	-100.890533
9808.374023	-100.293106
9809.046936	-100.906708
9809.719849	-101.308769
9810.392761	-101.288361
9811.065674	-100.741768
9811.738586	-99.937714
9812.411499	-99.900101
9813.084412	-100.651497
9813.757324	-99.793808
9814.430237	-100.122360
9815.103149	-100.176758
9815.776062	-99.870697
9816.448975	-100.725403
9817.121887	-100.751328
9817.794800	-100.433136
9818.467712	-100.823532
9819.140625	-101.374847
9819.813538	-101.499367
9820.486450	-101.518730
9821.159363	-102.006424
9821.832275	-100.676651
9822.505188	-99.605827
9823.178101	-100.037384
9823.851013	-100.144386
9824.523926	-100.158051
9825.196838	-100.720047
9825.869751	-101.409912
9826.542664	-101.412643
9827.215576	-100.877304
9827.888489	-100.362183
9828.561401	-100.100258
9829.234314	-100.072220
9829.907227	-101.398148
9830.580139	-100.980263
9831.253052	-100.444740
9831.925964	-99.904076
9832.598877	-100.210495
9833.271790	-100.178085
9833.944702	-100.297356
9834.617615	-101.127892
9835.290527	-101.008316
9835.963440	-101.046364
9836.636353	-101.388809
9837.309265	-101.188263
9837.982178	-101.787064
9838.655090	-101.311050
9839.328003	-100.845177
9840.000916	-100.582481
9840.673828	-100.771690
9841.346741	-100.210068
9842.019653	-100.174500
9842.692566	-101.247635
9843.365479	-101.050385
9844.038391	-100.565613
9844.711304	-100.854263
9845.384216	-100.417343
9846.057129	-99.922653
9846.730042	-100.408760
9847.402954	-100.157806
9848.075867	-100.760071
9848.748779	-100.777023
9849.421692	-100.629700
9850.094604	-100.795158
9850.767517	-100.758507
9851.440430	-100.840164
9852.113342	-101.224892
9852.786255	-101.024925
9853.459167	-100.760574
9854.132080	-100.806221
9854.804993	-101.355721
9855.477905	-101.176880
9856.150818	-101.230110
9856.823730	-100.863617
9857.496643	-100.413170
9858.169556	-100.946556
9858.842468	-101.379547
9859.515381	-100.259071
9860.188293	-99.947777
9860.861206	-100.532738
9861.534119	-100.437950
9862.207031	-100.362808
9862.879944	-100.900482
9863.552856	-100.475189
9864.225769	-100.653481
9864.898682	-100.344025
9865.571594	-100.441895
9866.244507	-100.959984
9866.917419	-100.173424
9867.590332	-100.881523
9868.263245	-101.269936
9868.936157	-100.919724
9869.609070	-100.859352
9870.281982	-100.372726
9870.954895	-100.178711
9871.627808	-100.159966
9872.300720	-99.294617
9872.973633	-100.389931
9873.646545	-100.058121
9874.319458	-100.467804
9874.992371	-100.376900
9875.665283	-100.976181
9876.338196	-101.059631
9877.011108	-101.521721
9877.684021	-101.240570
9878.356934	-100.871132
9879.029846	-100.974060
9879.702759	-101.186798
9880.375671	-100.790291
9881.048584	-101.167961
9881.721497	-101.478020
9882.394409	-101.430527
9883.067322	-101.359718
9883.740234	-100.761887
9884.413147	-101.469154
9885.086060	-99.721092
9885.758972	-99.878906
9886.431885	-100.622589
9887.104797	-100.870255
9887.777710	-100.846054
9888.450623	-101.567039
9889.123535	-101.246056
9889.796448	-100.810181
9890.469360	-100.638359
9891.142273	-100.823578
9891.815186	-100.610809
9892.488098	-100.984894
9893.161011	-101.021523
9893.833923	-99.952797
9894.506836	-99.325363
9895.179749	-100.822334
9895.852661	-100.952156
9896.525574	-100.380707
9897.198486	-100.409164
9897.871399	-100.219971
9898.544312	-99.887405
9899.217224	-100.149155
9899.890137	-99.558037
9900.563049	-100.405251
9901.235962	-101.459885
9901.908875	-100.854523
9902.581787	-100.111633
9903.254700	-100.143143
9903.927612	-101.067749
9904.600525	-101.275002
9905.273438	-101.128128
9905.946350	-101.942192
9906.619263	-101.363762
9907.292175	-101.126686
9907.965088	-101.230133
9908.638000	-101.318504
9909.310913	-100.613167
9909.983826	-100.822800
9910.656738	-100.386261
9911.329651	-100.236977
9912.002563	-100.376595
9912.675476	-99.886597
9913.348389	-100.679207
9914.021301	-100.993950
9914.694214	-100.740532
9915.367126	-100.720253
9916.040039	-100.970932
9916.712952	-100.403793
9917.385864	-100.610344
9918.058777	-100.518524
9918.731689	-100.056229
9919.404602	-100.982391
9920.077515	-101.394127
9920.750427	-101.024178
9921.423340	-100.678391
9922.096252	-101.287567
9922.769165	-101.419022
9923.442078	-100.915840
9924.114990	-101.303932
9924.787903	-101.061287
9925.460815	-100.233475
9926.133728	-100.249947
9926.806641	-100.957054
9927.479553	-100.230606
9928.152466	-99.886635
9928.825378	-101.312691
9929.498291	-101.483154
9930.171204	-100.891991
9930.844116	-100.887497
9931.517029	-100.713356
9932.189941	-100.932007
9932.862854	-101.401085
9933.535767	-101.440125
9934.208679	-100.053955
9934.881592	-99.466675
9935.554504	-100.560806
9936.227417	-101.122681
9936.900330	-100.449547
9937.573242	-99.852272
9938.246155	-100.621674
9938.919067	-100.880814
9939.591980	-100.251793
9940.264893	-100.863121
9940.937805	-100.731804
9941.610718	-101.567436
9942.283630	-101.552933
9942.956543	-101.061676
9943.629456	-101.097923
9944.302368	-100.558815
9944.975281	-100.779778
9945.648193	-100.527145
9946.321106	-100.397354
9946.994019	-100.805916
9947.666931	-100.692612
9948.339844	-100.476028
9949.012756	-101.192284
9949.685669	-100.335014
9950.358582	-100.001694
9951.031494	-100.178772
9951.704407	-100.762482
9952.377319	-100.420029
9953.050232	-100.871864
9953.723145	-101.010231
9954.396057	-101.036552
9955.068970	-101.029312
9955.741882	-101.036453
9956.414795	-100.648666
9957.087708	-99.957069
9957.760620	-99.804451
9958.433533	-100.491058
9959.106445	-99.137924
9959.779358	-99.040253
9960.452271	-99.687431
9961.125183	-100.065804
9961.798096	-100.438324
9962.471008	-100.414528
9963.143921	-100.593430
9963.816833	-99.531418
9964.489746	-99.943375
9965.162659	-101.243668
9965.835571	-100.025131
9966.508484	-100.659431
9967.181396	-100.605751
9967.854309	-99.986412
9968.527222	-100.556664
9969.200134	-100.760048
9969.873047	-100.633865
9970.545959	-99.836098
9971.218872	-99.964287
9971.891785	-99.979088
9972.564697	-99.569618
9973.237610	-99.987778
9973.910522	-100.892563
9974.583435	-100.029297
9975.256348	-99.868736
9975.929260	-101.041466
9976.602173	-101.610168
9977.275085	-100.889229
9977.947998	-100.798874
9978.620911	-100.423599
9979.293823	-98.869850
9979.966736	-99.145950
9980.639648	-100.805870
9981.312561	-100.417000
9981.985474	-100.020264
9982.658386	-99.820557
9983.331299	-99.325851
9984.004211	-100.029190
9984.677124	-99.313301
9985.350037	-100.078743
9986.022949	-99.186356
9986.695862	-99.370834
9987.368774	-100.501129
9988.041687	-100.677818
9988.714600	-99.361000
9989.387512	-98.583450
9990.060425	-99.388161
9990.733337	-100.509796
9991.406250	-99.210251
9992.079163	-100.285507
9992.752075	-100.323357
9993.424988	-100.429443
9994.097900	-100.632492
9994.770813	-100.527214
9995.443726	-100.468597
9996.116638	-100.572174
9996.789551	-100.533760
9997.462463	-100.393082
9998.135376	-99.418747
9998.808289	-99.865242
9999.481201	-89.978714
10000.154114	-86.318848
10000.827026	-96.036743
10001.499939	-100.732208
10002.172852	-100.677010
10002.845764	-99.544167
10003.518677	-99.636772
10004.191589	-100.833328
10004.864502	-99.976517
10005.537415	-100.420509
10006.210327	-100.701637
10006.883240	-99.860558
10007.556152	-99.556961
10008.229065	-100.692513
10008.901978	-100.147820
10009.574890	-99.188293
10010.247803	-99.900848
10010.920715	-100.227097
10011.593628	-100.501984
10012.266541	-100.784187
10012.939453	-100.774956
10013.612366	-101.111252
10014.285278	-100.409927
10014.958191	-99.900146
10015.631104	-101.018501
10016.304016	-99.644066
10016.976929	-99.816162
10017.649841	-99.775917
10018.322754	-99.313110
10018.995667	-99.738052
10019.668579	-99.324478
10020.341492	-99.357712
10021.014404	-100.265083
10021.687317	-101.053284
10022.360229	-100.801651
10023.033142	-99.239159
10023.706055	-99.099327
10024.378967	-99.671043
10025.051880	-100.009155
10025.724792	-100.267685
10026.397705	-99.630241
10027.070618	-99.713699
10027.743530	-99.692688
10028.416443	-100.352760
10029.089355	-100.023048
10029.762268	-100.089958
10030.435181	-100.479843
10031.108093	-99.508087
10031.781006	-100.253197
10032.453918	-100.296654
10033.126831	-100.081635
10033.799744	-99.536789
10034.472656	-100.081001
10035.145569	-100.519554
10035.818481	-100.166451
10036.491394	-100.681892
10037.164307	-101.079224
10037.837219	-101.116394
10038.510132	-101.031891
10039.183044	-100.216263
10039.855957	-100.430328
10040.528870	-99.850121
10041.201782	-100.116562
10041.874695	-100.149117
10042.547607	-100.265831
10043.220520	-100.425568
10043.893433	-100.766190
10044.566345	-100.554550
10045.239258	-100.619896
10045.912170	-101.304131
10046.585083	-100.560349
10047.257996	-100.155045
10047.930908	-100.819260
10048.603821	-100.539093
10049.276733	-99.949036
10049.949646	-100.226952
10050.622559	-100.910088
10051.295471	-100.814117
10051.968384	-100.640366
10052.641296	-99.646713
10053.314209	-100.396141
10053.987122	-100.402100
10054.660034	-100.240158
10055.332947	-101.813622
10056.005859	-101.733803
10056.678772	-100.928909
10057.351685	-100.684631
10058.024597	-100.655304
10058.697510	-100.806030
10059.370422	-100.310547
10060.043335	-99.503563
10060.716248	-100.327171
10061.389160	-100.254028
10062.062073	-99.885872
10062.734985	-100.247383
10063.407898	-99.894859
10064.080811	-100.785278
10064.753723	-100.735954
10065.426636	-99.801392
10066.099548	-101.208237
10066.772461	-100.692818
10067.445374	-100.788544
10068.118286	-100.787216
10068.791199	-100.037186
10069.464111	-100.060951
10070.137024	-100.397316
10070.809937	-99.782837
10071.482849	-100.252098
10072.155762	-100.375542
10072.828674	-100.414299
10073.501587	-100.680016
10074.174500	-100.689964
10074.847412	-100.776146
10075.520325	-101.096085
10076.193237	-100.866257
10076.866150	-101.069420
10077.539063	-100.043991
10078.211975	-100.307800
10078.884888	-101.389076
10079.557800	-101.246803
10080.230713	-101.159775
10080.903625	-100.168396
10081.576538	-101.071465
10082.249451	-100.776527
10082.922363	-100.661713
10083.595276	-100.056519
10084.268188	-100.781021
10084.941101	-101.315071
10085.614014	-100.646713
10086.286926	-100.175171
10086.959839	-99.589294
10087.632751	-99.647308
10088.305664	-101.140717
10088.978577	-100.998329
10089.651489	-100.667000
10090.324402	-99.621925
10090.997314	-100.533066
10091.670227	-101.200272
10092.343140	-100.172104
10093.016052	-100.002762
10093.688965	-101.263123
10094.361877	-101.657837
10095.034790	-100.333420
10095.707703	-99.022285
10096.380615	-99.360466
10097.053528	-100.205521
10097.726440	-100.487984
10098.399353	-100.934258
10099.072266	-100.791374
10099.745178	-99.992821
10100.418091	-100.705093
10101.091003	-100.358162
10101.763916	-99.876625
10102.436829	-99.554977
10103.109741	-99.980469
10103.782654	-100.159332
10104.455566	-99.957718
10105.128479	-100.242325
10105.801392	-99.560188
10106.474304	-99.557510
10107.147217	-99.816841
10107.820129	-100.857933
10108.493042	-100.235771
10109.165955	-100.698700
10109.838867	-100.353714
10110.511780	-99.952248
10111.184692	-100.389519
10111.857605	-101.558159
10112.530518	-100.328094
10113.203430	-100.458725
10113.876343	-100.476967
10114.549255	-101.039772
10115.222168	-100.847969
10115.895081	-100.353966
10116.567993	-101.427780
10117.240906	-102.173203
10117.913818	-101.647270
10118.586731	-101.514450
10119.259644	-101.044319
10119.932556	-100.684677
10120.605469	-100.833611
10121.278381	-100.630768
10121.951294	-100.760445
10122.624207	-99.885605
10123.297119	-101.519264
10123.970032	-101.230759
10124.642944	-100.714973
10125.315857	-100.851990
10125.988770	-100.540009
10126.661682	-100.593094
10127.334595	-101.267967
10128.007507	-101.223801
10128.680420	-100.523186
10129.353333	-100.877151
10130.026245	-100.121101
10130.699158	-99.619423
10131.372070	-100.189606
10132.044983	-101.171440
10132.717896	-101.106628
10133.390808	-100.976151
10134.063721	-100.708656
10134.736633	-100.093353
10135.409546	-100.887550
10136.082458	-99.828865
10136.755371	-100.510216
10137.428284	-100.945480
10138.101196	-100.615402
10138.774109	-100.664063
10139.447021	-99.455536
10140.119934	-100.329048
10140.792847	-100.427414
10141.465759	-100.465637
10142.138672	-100.815559
10142.811584	-100.372444
10143.484497	-100.829041
10144.157410	-100.461388
10144.830322	-99.899689
10145.503235	-100.241943
10146.176147	-100.745972
10146.849060	-100.949982
10147.521973	-100.283768
10148.194885	-100.474159
10148.867798	-100.361496
10149.540710	-99.746666
10150.213623	-100.240334
10150.886536	-99.947983
10151.559448	-100.129944
10152.232361	-100.610153
10152.905273	-100.292404
10153.578186	-99.667648
10154.251099	-99.027794
10154.924011	-100.221809
10155.596924	-100.305962
10156.269836	-99.725304
10156.942749	-100.338577
10157.615662	-100.863853
10158.288574	-99.940971
10158.961487	-99.649002
10159.634399	-100.618454
10160.307312	-100.347809
10160.980225	-99.928268
10161.653137	-100.518013
10162.326050	-100.089500
10162.998962	-99.743835
10163.671875	-100.199837
10164.344788	-100.183113
10165.017700	-101.001648
10165.690613	-101.016357
10166.363525	-100.914253
10167.036438	-101.401070
10167.709351	-100.853737
10168.382263	-100.764557
10169.055176	-100.760231
10169.728088	-100.694771
10170.401001	-100.543526
10171.073914	-100.545265
10171.746826	-100.408424
10172.419739	-99.990990
10173.092651	-101.331100
10173.765564	-101.009216
10174.438477	-100.596069
