Frequency (Hz)	Level (dB)
3803.302002	-94.913429
3803.974915	-94.604713
3804.647827	-93.361115
3805.320740	-94.153702
3805.993652	-94.804878
3806.666565	-96.449814
3807.339478	-96.311089
3808.012390	-95.566216
3808.685303	-92.274780
3809.358215	-90.717255
3810.031128	-92.224602
3810.704041	-95.989830
3811.376953	-97.905998
3812.049866	-95.831612
3812.722778	-91.243240
3813.395691	-90.430405
3814.068604	-92.821953
3814.741516	-92.500999
3815.414429	-92.658379
3816.087341	-93.777588
3816.760254	-93.577721
3817.433167	-91.955681
3818.106079	-89.234200
3818.778992	-89.985443
3819.451904	-93.589630
3820.124817	-95.022491
3820.797729	-94.838669
3821.470642	-94.106483
3822.143555	-94.633331
3822.816467	-94.661186
3823.489380	-92.475533
3824.162292	-92.136642
3824.835205	-92.612747
3825.508118	-94.808380
3826.181030	-94.649963
3826.853943	-94.172081
3827.526855	-94.251022
3828.199768	-93.127541
3828.872681	-92.822655
3829.545593	-91.081543
3830.218506	-89.964508
3830.891418	-92.551224
3831.564331	-93.749084
3832.237244	-92.430565
3832.910156	-92.573387
3833.583069	-90.155128
3834.255981	-88.334641
3834.928894	-88.856056
3835.601807	-92.405838
3836.274719	-94.529465
3836.947632	-92.196907
3837.620544	-91.229286
3838.293457	-89.412773
3838.966370	-88.992180
3839.639282	-90.492455
3840.312195	-92.085274
3840.985107	-92.573036
3841.658020	-91.430138
3842.330933	-90.284050
3843.003845	-91.171600
3843.676758	-89.804214
3844.349670	-88.404747
3845.022583	-90.131538
3845.695496	-92.682571
3846.368408	-91.249519
3847.041321	-89.075584
3847.714233	-89.705292
3848.387146	-90.402802
3849.060059	-91.039436
3849.732971	-92.358086
3850.405884	-90.929443
3851.078796	-90.814568
3851.751709	-90.880951
3852.424622	-91.511330
3853.097534	-92.904198
3853.770447	-93.930649
3854.443359	-93.217949
3855.116272	-93.174866
3855.789185	-93.070061
3856.462097	-93.494576
3857.135010	-93.895599
3857.807922	-93.305489
3858.480835	-92.285080
3859.153748	-91.817680
3859.826660	-91.187782
3860.499573	-91.897720
3861.172485	-93.777916
3861.845398	-92.378929
3862.518311	-90.280670
3863.191223	-89.775002
3863.864136	-90.145424
3864.537048	-92.058052
3865.209961	-93.886353
3865.882874	-94.817902
3866.555786	-95.272827
3867.228699	-93.066422
3867.901611	-91.062233
3868.574524	-91.468002
3869.247437	-92.297150
3869.920349	-94.105049
3870.593262	-94.543861
3871.266174	-93.803680
3871.939087	-92.812553
3872.612000	-93.426598
3873.284912	-92.240639
3873.957825	-92.929352
3874.630737	-94.361862
3875.303650	-94.517662
3875.976563	-93.102005
3876.649475	-91.938805
3877.322388	-92.747116
3877.995300	-91.840576
3878.668213	-91.361687
3879.341125	-94.560028
3880.014038	-94.924667
3880.686951	-93.797447
3881.359863	-94.152008
3882.032776	-95.947876
3882.705688	-95.976097
3883.378601	-95.946571
3884.051514	-94.852966
3884.724426	-94.891304
3885.397339	-95.145081
3886.070251	-95.287102
3886.743164	-95.330681
3887.416077	-95.461906
3888.088989	-94.979820
3888.761902	-92.518509
3889.434814	-94.015518
3890.107727	-93.334236
3890.780640	-92.944145
3891.453552	-92.389381
3892.126465	-91.921417
3892.799377	-92.418922
3893.472290	-91.176231
3894.145203	-92.543083
3894.818115	-91.623512
3895.491028	-89.735039
3896.163940	-91.337204
3896.836853	-94.043839
3897.509766	-92.203552
3898.182678	-90.541176
3898.855591	-92.041420
3899.528503	-93.055130
3900.201416	-94.252060
3900.874329	-92.917015
3901.547241	-91.497231
3902.220154	-92.420143
3902.893066	-93.299011
3903.565979	-95.164642
3904.238892	-92.664780
3904.911804	-93.733788
3905.584717	-94.880318
3906.257629	-94.514519
3906.930542	-94.824944
3907.603455	-95.504578
3908.276367	-96.624649
3908.949280	-96.112877
3909.622192	-95.499657
3910.295105	-95.698555
3910.968018	-96.654663
3911.640930	-96.650917
3912.313843	-95.850800
3912.986755	-95.996689
3913.659668	-95.284561
3914.332581	-94.474625
3915.005493	-94.671280
3915.678406	-94.830948
3916.351318	-97.214226
3917.024231	-96.298592
3917.697144	-96.015976
3918.370056	-95.436569
3919.042969	-94.620003
3919.715881	-93.626656
3920.388794	-94.326897
3921.061707	-96.129272
3921.734619	-95.618240
3922.407532	-95.766159
3923.080444	-94.697945
3923.753357	-94.125938
3924.426270	-95.411545
3925.099182	-95.162804
3925.772095	-92.406891
3926.445007	-92.753510
3927.117920	-94.477150
3927.790833	-95.132698
3928.463745	-94.053238
3929.136658	-91.088074
3929.809570	-91.704140
3930.482483	-90.325188
3931.155396	-89.298508
3931.828308	-94.368477
3932.501221	-96.572762
3933.174133	-95.730789
3933.847046	-96.030266
3934.519958	-95.437965
3935.192871	-93.340096
3935.865784	-91.272568
3936.538696	-92.069290
3937.211609	-94.315506
3937.884521	-94.269463
3938.557434	-95.838737
3939.230347	-93.145920
3939.903259	-91.868515
3940.576172	-93.163086
3941.249084	-92.408821
3941.921997	-91.718788
3942.594910	-93.275047
3943.267822	-94.902344
3943.940735	-94.740456
3944.613647	-92.714516
3945.286560	-90.808334
3945.959473	-91.994240
3946.632385	-92.291367
3947.305298	-92.115738
3947.978210	-91.747314
3948.651123	-91.072945
3949.324036	-91.371140
3949.996948	-91.994743
3950.669861	-91.081612
3951.342773	-92.136887
3952.015686	-91.478928
3952.688599	-92.602600
3953.361511	-92.004456
3954.034424	-90.750504
3954.707336	-91.027138
3955.380249	-92.966911
3956.053162	-94.454201
3956.726074	-94.266327
3957.398987	-94.358322
3958.071899	-94.335648
3958.744812	-93.851814
3959.417725	-93.595055
3960.090637	-93.444328
3960.763550	-93.924484
3961.436462	-94.680321
3962.109375	-95.174194
3962.782288	-95.000580
3963.455200	-95.283577
3964.128113	-92.060394
3964.801025	-90.493736
3965.473938	-92.220879
3966.146851	-93.466934
3966.819763	-94.458862
3967.492676	-92.784943
3968.165588	-91.946671
3968.838501	-92.186203
3969.511414	-93.806816
3970.184326	-94.465126
3970.857239	-93.506371
3971.530151	-92.855309
3972.203064	-96.603203
3972.875977	-96.404526
3973.548889	-94.110733
3974.221802	-93.451408
3974.894714	-94.713737
3975.567627	-92.509407
3976.240540	-92.327560
3976.913452	-94.870041
3977.586365	-95.594864
3978.259277	-93.047531
3978.932190	-89.771294
3979.605103	-89.976501
3980.278015	-93.313278
3980.950928	-95.973869
3981.623840	-94.989449
3982.296753	-94.667412
3982.969666	-92.813675
3983.642578	-90.522346
3984.315491	-89.009102
3984.988403	-91.032951
3985.661316	-94.641525
3986.334229	-94.483963
3987.007141	-92.554085
3987.680054	-91.588684
3988.352966	-91.539650
3989.025879	-89.723602
3989.698792	-89.044273
3990.371704	-90.181221
3991.044617	-90.194267
3991.717529	-89.379608
3992.390442	-89.564865
3993.063354	-90.294296
3993.736267	-89.975914
3994.409180	-90.079094
3995.082092	-90.666008
3995.755005	-91.335815
3996.427917	-92.394211
3997.100830	-92.927292
3997.773743	-92.920227
3998.446655	-92.639511
3999.119568	-88.450333
3999.792480	-77.599945
4000.465393	-80.246025
4001.138306	-91.430550
4001.811218	-92.220833
4002.484131	-91.700851
4003.157043	-88.512352
4003.829956	-90.747719
4004.502869	-94.424133
4005.175781	-91.873100
4005.848694	-90.498314
4006.521606	-91.126678
4007.194519	-89.557510
4007.867432	-87.978256
4008.540344	-89.257454
4009.213257	-90.383102
4009.886169	-90.351532
4010.559082	-91.327606
4011.231995	-91.674171
4011.904907	-89.800255
4012.577820	-90.029541
4013.250732	-90.294189
4013.923645	-90.051987
4014.596558	-91.462944
4015.269470	-93.485008
4015.942383	-94.046585
4016.615295	-92.958977
4017.288208	-90.986885
4017.961121	-92.059906
4018.634033	-91.678406
4019.306946	-89.302803
4019.979858	-90.012268
4020.652771	-91.738716
4021.325684	-91.680862
4021.998596	-91.153793
4022.671509	-90.376694
4023.344421	-90.205048
4024.017334	-89.591484
4024.690247	-88.474266
4025.363159	-89.467560
4026.036072	-91.210976
4026.708984	-92.037064
4027.381897	-91.119324
4028.054810	-90.116974
4028.727722	-89.580383
4029.400635	-92.279198
4030.073547	-93.675880
4030.746460	-94.576515
4031.419373	-95.536324
4032.092285	-93.077187
4032.765198	-93.478622
4033.438110	-93.752350
4034.111023	-92.870239
4034.783936	-92.654091
4035.456848	-93.513367
4036.129761	-93.516090
4036.802673	-93.677170
4037.475586	-94.740898
4038.148499	-92.317619
4038.821411	-94.366196
4039.494324	-94.010269
4040.167236	-94.479073
4040.840149	-93.687675
4041.513062	-94.396561
4042.185974	-99.215042
4042.858887	-93.204323
4043.531799	-91.201714
4044.204712	-93.397469
4044.877625	-94.400406
4045.550537	-95.587669
4046.223450	-91.445869
4046.896362	-89.945808
4047.569275	-93.434258
4048.242188	-93.260590
4048.915100	-90.372078
4049.588013	-92.078217
4050.260925	-93.326439
4050.933838	-93.036972
4051.606750	-93.362495
4052.279663	-91.945808
4052.952576	-90.723343
4053.625488	-93.851151
4054.298401	-95.358299
4054.971313	-92.184814
4055.644226	-91.284546
4056.317139	-92.750847
4056.990051	-94.507149
4057.662964	-95.942207
4058.335876	-95.334312
4059.008789	-95.659203
4059.681702	-96.489716
4060.354614	-93.853096
4061.027527	-92.377846
4061.700439	-93.196342
4062.373352	-92.261452
4063.046265	-94.006546
4063.719177	-94.745361
4064.392090	-94.163506
4065.065002	-94.854698
4065.737915	-95.114777
4066.410828	-95.834084
4067.083740	-94.405693
4067.756653	-94.328300
4068.429565	-96.198792
4069.102478	-94.736404
4069.775391	-92.576408
4070.448303	-92.573921
4071.121216	-94.039093
4071.794128	-95.386734
4072.467041	-94.662430
4073.139954	-95.559959
4073.812866	-95.801949
4074.485779	-94.911644
4075.158691	-94.279373
4075.831604	-93.109940
4076.504517	-91.386314
4077.177429	-91.679642
4077.850342	-94.314377
4078.523254	-94.853157
4079.196167	-93.107910
4079.869080	-92.991676
4080.541992	-92.904739
4081.214905	-91.470322
4081.887817	-91.205612
4082.560730	-94.361061
4083.233643	-94.299988
4083.906555	-92.890190
4084.579468	-93.383499
4085.252380	-91.643135
4085.925293	-90.720978
4086.598206	-95.425819
4087.271118	-96.291763
4087.944031	-94.514381
4088.616943	-94.602440
4089.289856	-93.656525
4089.962769	-95.805557
4090.635681	-96.016754
4091.308594	-95.080940
4091.981506	-95.001343
4092.654419	-94.262115
4093.327332	-94.313324
4094.000244	-95.207237
4094.673157	-93.314323
4095.346069	-92.289307
4096.018982	-91.917053
4096.691895	-93.745583
4097.364807	-94.440239
4098.037720	-94.970863
4098.710632	-94.426231
4099.383545	-93.003609
4100.056458	-92.858093
4100.729370	-92.475525
4101.402283	-91.671051
4102.075195	-92.239151
4102.748108	-94.814026
4103.421021	-94.651276
4104.093933	-91.181671
4104.766846	-90.161621
4105.439758	-90.491791
4106.112671	-90.846840
4106.785583	-91.704590
4107.458496	-92.129845
4108.131409	-91.532616
4108.804321	-89.525452
4109.477234	-88.669357
4110.150146	-89.307922
4110.823059	-89.656578
4111.495972	-90.626595
4112.168884	-93.155937
4112.841797	-93.662209
4113.514709	-90.968040
4114.187622	-91.290207
4114.860535	-93.124100
4115.533447	-93.812881
4116.206360	-92.993782
4116.879272	-93.552185
4117.552185	-95.184944
4118.225098	-95.002281
4118.898010	-93.003624
4119.570923	-91.721443
4120.243835	-91.978195
4120.916748	-91.232742
4121.589661	-92.231850
4122.262573	-91.470192
4122.935486	-92.649002
4123.608398	-93.644043
4124.281311	-93.821739
4124.954224	-94.073105
4125.627136	-94.450645
4126.300049	-94.169289
4126.972961	-94.097626
4127.645874	-94.590492
4128.318787	-93.824745
4128.991699	-93.852806
4129.664612	-94.301308
4130.337524	-94.496857
4131.010437	-95.159904
4131.683350	-94.892921
4132.356262	-94.633148
4133.029175	-94.171402
4133.702087	-93.561378
4134.375000	-93.930908
4135.047913	-94.823669
4135.720825	-94.791298
4136.393738	-91.755104
4137.066650	-92.780983
4137.739563	-97.277847
4138.412476	-94.084099
4139.085388	-93.391296
4139.758301	-92.531288
4140.431213	-94.323685
4141.104126	-96.074623
4141.777039	-97.712746
4142.449951	-98.572983
4143.122864	-95.653893
4143.795776	-94.032349
4144.468689	-92.999580
4145.141602	-92.632553
4145.814514	-94.238548
4146.487427	-92.125084
4147.160339	-93.433212
4147.833252	-93.664886
4148.506165	-91.806503
4149.179077	-91.467796
4149.851990	-93.274612
4150.524902	-93.804451
4151.197815	-92.578629
4151.870728	-91.748344
4152.543640	-93.792000
4153.216553	-94.155136
4153.889465	-93.290741
4154.562378	-91.180855
4155.235291	-90.665138
4155.908203	-91.047043
4156.581116	-90.977013
4157.254028	-92.291412
4157.926941	-93.024338
4158.599854	-93.037247
4159.272766	-92.561378
4159.945679	-93.481544
4160.618591	-91.953224
4161.291504	-90.666748
4161.964417	-92.316811
4162.637329	-91.811768
4163.310242	-90.895653
4163.983154	-90.570847
4164.656067	-91.134384
4165.328979	-91.400604
4166.001892	-91.413605
4166.674805	-91.265999
4167.347717	-91.460861
4168.020630	-91.383232
4168.693542	-91.387184
4169.366455	-91.996857
4170.039368	-93.196930
4170.712280	-93.935905
4171.385193	-93.880096
4172.058105	-94.090851
4172.731018	-93.566048
4173.403931	-93.468498
4174.076843	-95.093597
4174.749756	-94.030106
4175.422668	-93.542114
4176.095581	-93.187927
4176.768494	-92.304626
4177.441406	-92.172005
4178.114319	-93.994659
4178.787231	-94.697762
4179.460144	-92.808662
4180.133057	-93.658279
4180.805969	-96.010910
4181.478882	-95.924294
4182.151794	-94.010689
4182.824707	-91.764198
4183.497620	-94.486450
4184.170532	-95.151993
4184.843445	-93.912277
4185.516357	-94.569618
4186.189270	-94.610909
4186.862183	-93.958488
4187.535095	-93.186378
4188.208008	-92.517197
4188.880920	-94.060020
4189.553833	-94.087395
4190.226746	-94.258308
4190.899658	-94.977509
4191.572571	-95.673409
4192.245483	-94.284111
4192.918396	-95.472755
4193.591309	-94.133919
4194.264221	-95.837379
4194.937134	-98.023018
4195.610046	-96.502274
4196.282959	-95.300423
4196.955872	-94.656792
4197.628784	-94.851845
4198.301697	-94.765877
4198.974609	-95.200119
4199.647522	-95.438087
4200.320435	-95.831886
4200.993347	-95.892792
4201.666260	-94.768188
4202.339172	-93.761925
4203.012085	-93.567459
4203.684998	-92.192970
4204.357910	-91.495995
4205.030823	-91.967270
4205.703735	-93.326706
4206.376648	-93.833855
4207.049561	-93.746315
4207.722473	-93.210396
4208.395386	-93.519470
4209.068298	-94.131531
4209.741211	-94.036491
4210.414124	-94.380486
4211.087036	-92.810814
4211.759949	-93.508682
4212.432861	-92.907402
4213.105774	-95.191963
4213.778687	-96.114098
4214.451599	-94.341530
4215.124512	-94.342522
4215.797424	-95.228012
4216.470337	-94.441811
4217.143250	-94.729973
4217.816162	-94.864006
4218.489075	-95.189232
4219.161987	-94.780243
4219.834900	-93.786423
4220.507813	-93.824631
4221.180725	-95.367882
4221.853638	-95.253555
4222.526550	-94.909782
4223.199463	-93.436729
4223.872375	-93.023537
4224.545288	-93.140320
4225.218201	-92.435204
4225.891113	-91.979492
4226.564026	-91.908257
4227.236938	-91.641769
4227.909851	-91.848701
4228.582764	-91.984680
4229.255676	-91.431007
4229.928589	-91.087936
4230.601501	-91.988899
4231.274414	-91.997055
4231.947327	-91.678169
4232.620239	-93.625076
4233.293152	-94.946541
4233.966064	-94.190773
4234.638977	-95.448441
4235.311890	-95.855583
4235.984802	-94.211121
4236.657715	-93.331146
4237.330627	-93.321228
4238.003540	-93.532440
4238.676453	-93.363205
4239.349365	-95.007080
4240.022278	-94.600868
4240.695190	-94.980644
4241.368103	-94.903297
4242.041016	-94.905487
4242.713928	-95.473015
4243.386841	-94.006744
4244.059753	-93.977570
4244.732666	-94.156860
4245.405579	-93.743088
4246.078491	-94.415649
4246.751404	-94.686844
4247.424316	-94.624245
4248.097229	-95.269310
4248.770142	-95.404816
4249.443054	-92.744904
4250.115967	-92.274277
4250.788879	-94.628220
4251.461792	-94.727470
4252.134705	-94.114479
4252.807617	-93.850807
4253.480530	-93.630074
4254.153442	-93.167488
4254.826355	-94.742523
4255.499268	-95.814209
4256.172180	-94.044258
4256.845093	-93.364845
4257.518005	-94.671539
4258.190918	-94.047325
4258.863831	-93.785530
4259.536743	-93.124001
4260.209656	-93.014084
4260.882568	-92.826057
4261.555481	-93.280617
4262.228394	-93.977150
4262.901306	-94.479668
4263.574219	-96.165321
4264.247131	-94.657738
4264.920044	-93.481224
4265.592957	-93.119637
4266.265869	-91.425499
4266.938782	-93.244308
4267.611694	-94.836449
4268.284607	-94.647118
4268.957520	-92.850494
4269.630432	-93.723824
4270.303345	-93.038094
4270.976257	-92.357788
4271.649170	-94.562904
4272.322083	-93.973053
4272.994995	-95.490768
4273.667908	-95.402626
4274.340820	-94.787842
4275.013733	-95.314064
4275.686646	-96.576805
4276.359558	-97.466209
4277.032471	-94.723228
4277.705383	-94.490829
4278.378296	-96.440048
4279.051208	-94.584595
4279.724121	-94.906113
4280.397034	-93.264114
4281.069946	-93.041367
4281.742859	-92.780380
4282.415771	-92.332924
4283.088684	-92.216148
4283.761597	-92.088234
4284.434509	-92.290359
4285.107422	-93.065811
4285.780334	-93.527489
4286.453247	-93.179367
4287.126160	-93.274231
4287.799072	-92.926125
4288.471985	-93.947044
4289.144897	-95.276299
4289.817810	-95.314484
4290.490723	-96.461739
4291.163635	-97.422806
4291.836548	-97.285957
4292.509460	-96.083260
4293.182373	-95.190849
4293.855286	-94.937126
4294.528198	-95.664024
4295.201111	-96.659706
4295.874023	-96.343262
4296.546936	-95.626236
4297.219849	-97.043098
4297.892761	-95.824890
4298.565674	-95.384224
4299.238586	-95.536049
4299.911499	-96.802933
4300.584412	-96.894737
4301.257324	-97.032585
4301.930237	-96.230263
4302.603149	-96.318733
4303.276062	-95.812355
4303.948975	-94.728554
4304.621887	-95.713837
4305.294800	-96.096321
4305.967712	-96.825615
4306.640625	-96.760452
4307.313538	-94.900536
4307.986450	-95.376389
4308.659363	-96.635536
4309.332275	-96.351936
4310.005188	-95.472404
4310.678101	-95.968483
4311.351013	-95.829079
4312.023926	-94.222580
4312.696838	-94.068054
4313.369751	-95.386078
4314.042664	-96.015266
4314.715576	-97.133797
4315.388489	-97.373146
4316.061401	-95.896126
4316.734314	-95.241409
4317.407227	-94.138649
4318.080139	-93.042809
4318.753052	-92.260925
4319.425964	-91.780594
4320.098877	-92.070763
4320.771790	-93.010353
4321.444702	-92.757011
4322.117615	-92.628563
4322.790527	-93.126724
4323.463440	-93.881027
4324.136353	-94.567276
4324.809265	-95.222336
4325.482178	-94.799973
4326.155090	-94.224022
4326.828003	-93.927422
4327.500916	-93.106712
4328.173828	-92.636620
4328.846741	-93.261108
4329.519653	-92.857574
4330.192566	-92.562775
4330.865479	-91.699280
4331.538391	-90.556343
4332.211304	-90.106636
4332.884216	-90.853600
4333.557129	-91.822411
4334.230042	-92.194809
4334.902954	-92.826530
4335.575867	-93.798721
4336.248779	-93.606827
4336.921692	-93.678619
4337.594604	-94.143517
4338.267517	-93.797729
4338.940430	-93.149498
4339.613342	-93.459724
4340.286255	-94.752319
4340.959167	-94.774788
4341.632080	-94.322250
4342.304993	-93.530876
4342.977905	-93.222466
4343.650818	-94.190041
4344.323730	-94.530678
4344.996643	-95.046577
4345.669556	-96.054062
4346.342468	-96.411644
4347.015381	-96.372559
4347.688293	-95.612228
4348.361206	-95.141159
4349.034119	-95.458115
4349.707031	-93.651657
4350.379944	-93.544762
4351.052856	-93.133987
4351.725769	-91.577103
4352.398682	-91.483528
4353.071594	-92.065353
4353.744507	-91.315140
4354.417419	-92.150787
4355.090332	-93.033424
4355.763245	-91.525787
4356.436157	-92.647888
4357.109070	-95.548141
4357.781982	-94.951408
4358.454895	-92.250717
4359.127808	-92.772453
4359.800720	-94.780106
4360.473633	-93.961441
4361.146545	-93.828590
4361.819458	-93.415001
4362.492371	-94.567917
4363.165283	-94.010269
4363.838196	-91.287468
4364.511108	-92.917282
4365.184021	-94.149818
4365.856934	-92.685104
4366.529846	-92.768745
4367.202759	-93.450172
4367.875671	-93.328850
4368.548584	-92.848816
4369.221497	-93.957474
4369.894409	-94.983482
4370.567322	-95.784317
4371.240234	-96.189751
4371.913147	-94.609016
4372.586060	-93.069695
4373.258972	-92.222282
4373.931885	-92.239510
4374.604797	-92.239731
4375.277710	-91.767242
4375.950623	-91.829910
4376.623535	-91.695152
4377.296448	-91.389214
4377.969360	-91.205063
4378.642273	-91.226212
4379.315186	-91.707710
4379.988098	-92.281502
4380.661011	-91.767868
4381.333923	-92.445412
4382.006836	-92.739105
4382.679749	-92.452011
4383.352661	-92.857338
4384.025574	-93.407303
4384.698486	-93.109970
4385.371399	-91.856476
4386.044312	-91.785614
4386.717224	-92.810982
4387.390137	-93.129204
4388.063049	-93.656975
4388.735962	-94.241745
4389.408875	-94.478592
4390.081787	-94.495796
4390.754700	-94.960167
4391.427612	-93.657761
4392.100525	-94.353287
4392.773438	-95.815323
4393.446350	-94.523026
4394.119263	-92.460724
4394.792175	-94.086922
4395.465088	-93.681122
4396.138000	-94.158226
4396.810913	-94.809509
4397.483826	-95.686760
4398.156738	-95.897232
4398.829651	-94.043991
4399.502563	-95.306190
4400.175476	-95.325249
4400.848389	-94.046219
4401.521301	-95.015587
4402.194214	-94.400375
4402.867126	-93.517372
4403.540039	-93.037346
4404.212952	-92.750923
4404.885864	-94.296532
4405.558777	-93.889465
4406.231689	-93.048126
4406.904602	-95.292122
4407.577515	-93.329147
4408.250427	-92.496010
4408.923340	-93.708351
4409.596252	-93.053192
4410.269165	-93.351585
4410.942078	-93.614006
4411.614990	-92.717575
4412.287903	-91.595139
4412.960815	-91.144958
4413.633728	-91.280624
4414.306641	-91.687370
4414.979553	-92.256149
4415.652466	-92.481560
4416.325378	-91.808525
4416.998291	-90.488205
4417.671204	-91.740929
4418.344116	-93.446892
4419.017029	-94.203423
4419.689941	-95.231804
4420.362854	-94.217155
4421.035767	-94.066635
4421.708679	-92.558556
4422.381592	-91.896858
4423.054504	-93.356827
4423.727417	-93.826004
4424.400330	-92.758522
4425.073242	-91.921532
4425.746155	-92.372131
4426.419067	-90.759254
4427.091980	-91.062607
4427.764893	-92.647736
4428.437805	-91.356407
4429.110718	-91.436478
4429.783630	-94.168312
4430.456543	-94.528519
4431.129456	-94.026680
4431.802368	-93.556686
4432.475281	-92.280144
4433.148193	-91.593307
4433.821106	-91.829994
4434.494019	-93.027008
4435.166931	-93.904411
4435.839844	-93.807938
4436.512756	-93.372505
4437.185669	-90.455711
4437.858582	-90.456703
4438.531494	-92.995071
4439.204407	-92.392120
4439.877319	-92.907318
4440.550232	-92.115875
4441.223145	-91.147629
4441.896057	-92.379700
4442.568970	-90.723999
4443.241882	-89.924225
4443.914795	-91.283104
4444.587708	-92.215179
4445.260620	-92.793312
4445.933533	-93.205688
4446.606445	-90.944298
4447.279358	-92.741585
4447.952271	-95.353966
4448.625183	-93.908455
4449.298096	-91.993980
4449.971008	-90.799858
4450.643921	-90.561836
4451.316833	-90.547585
4451.989746	-90.107063
4452.662659	-90.184235
4453.335571	-89.862549
4454.008484	-90.883316
4454.681396	-92.163071
4455.354309	-92.821915
4456.027222	-93.607048
4456.700134	-91.732597
4457.373047	-92.096085
4458.045959	-93.373428
4458.718872	-92.607841
4459.391785	-92.229752
4460.064697	-94.207352
4460.737610	-95.930908
4461.410522	-96.702278
4462.083435	-95.301140
4462.756348	-92.955688
4463.429260	-91.985077
4464.102173	-94.784332
4464.775085	-93.395432
4465.447998	-94.537163
4466.120911	-95.877647
4466.793823	-93.778618
4467.466736	-94.290237
4468.139648	-94.313751
4468.812561	-93.160713
4469.485474	-91.714767
4470.158386	-92.395744
4470.831299	-91.523651
4471.504211	-93.374947
4472.177124	-94.502998
4472.850037	-94.048843
4473.522949	-92.658180
4474.195862	-92.161682
4474.868774	-92.945183
4475.541687	-92.663330
4476.214600	-93.123940
4476.887512	-93.069878
4477.560425	-92.769470
4478.233337	-92.025169
4478.906250	-90.825706
4479.579163	-89.901138
4480.252075	-89.437141
4480.924988	-89.043846
4481.597900	-88.885902
4482.270813	-89.176331
4482.943726	-88.963867
4483.616638	-88.572731
4484.289551	-89.926674
4484.962463	-89.865067
4485.635376	-90.164993
4486.308289	-89.573685
4486.981201	-88.878593
4487.654114	-89.658844
4488.327026	-90.624985
4488.999939	-89.826340
4489.672852	-91.586372
4490.345764	-93.138618
4491.018677	-92.938293
4491.691589	-92.665840
4492.364502	-91.782547
4493.037415	-92.156754
4493.710327	-93.537292
4494.383240	-93.949089
4495.056152	-93.830551
4495.729065	-94.321228
4496.401978	-92.979538
4497.074890	-92.958000
4497.747803	-93.722496
4498.420715	-94.454720
4499.093628	-93.104774
4499.766541	-93.056168
4500.439453	-93.643692
4501.112366	-95.021492
4501.785278	-95.574486
4502.458191	-96.477089
4503.131104	-95.537880
4503.804016	-94.402115
4504.476929	-94.165009
4505.149841	-96.073158
4505.822754	-96.073235
4506.495667	-94.539032
4507.168579	-94.811562
4507.841492	-94.409172
4508.514404	-94.625641
4509.187317	-94.004921
4509.860229	-94.081245
4510.533142	-94.442032
4511.206055	-94.754845
4511.878967	-95.272568
4512.551880	-96.396027
4513.224792	-93.699921
4513.897705	-93.757141
4514.570618	-95.797432
4515.243530	-93.523941
4515.916443	-94.867523
4516.589355	-96.282829
4517.262268	-95.350510
4517.935181	-94.049927
4518.608093	-95.157524
4519.281006	-95.267555
4519.953918	-94.576126
4520.626831	-94.923103
4521.299744	-93.241379
4521.972656	-93.949905
4522.645569	-95.623260
4523.318481	-93.790993
4523.991394	-94.027191
4524.664307	-96.318298
4525.337219	-96.322937
4526.010132	-95.110687
4526.683044	-94.283394
4527.355957	-94.679688
4528.028870	-93.343941
4528.701782	-92.388557
4529.374695	-92.519798
4530.047607	-92.831245
4530.720520	-92.018097
4531.393433	-91.905098
4532.066345	-92.453224
4532.739258	-92.128998
4533.412170	-92.976952
4534.085083	-93.492928
4534.757996	-93.974342
4535.430908	-93.598854
4536.103821	-94.076408
4536.776733	-95.045303
4537.449646	-95.875946
4538.122559	-95.397095
4538.795471	-93.935661
4539.468384	-92.683975
4540.141296	-93.055481
4540.814209	-92.710037
4541.487122	-91.552383
4542.160034	-91.449051
4542.832947	-90.717133
4543.505859	-89.843475
4544.178772	-90.052162
4544.851685	-90.735245
4545.524597	-91.138748
4546.197510	-91.403648
4546.870422	-91.140579
4547.543335	-92.639610
4548.216248	-93.557961
4548.889160	-91.380394
4549.562073	-90.968315
4550.234985	-93.926834
4550.907898	-93.135834
4551.580811	-93.190018
4552.253723	-93.961044
4552.926636	-94.765648
4553.599548	-94.077339
4554.272461	-93.804283
4554.945374	-95.386963
4555.618286	-94.505440
4556.291199	-93.432472
4556.964111	-94.337341
4557.637024	-95.879883
4558.309937	-95.627708
4558.982849	-95.992210
4559.655762	-96.598679
4560.328674	-96.142326
4561.001587	-93.669090
4561.674500	-92.556404
4562.347412	-95.671097
4563.020325	-96.651749
4563.693237	-95.345329
4564.366150	-95.547516
4565.039063	-96.234695
4565.711975	-94.431313
4566.384888	-94.768837
4567.057800	-95.517563
4567.730713	-94.756485
4568.403625	-93.829086
4569.076538	-92.754486
4569.749451	-92.190758
4570.422363	-92.368172
4571.095276	-92.142181
4571.768188	-91.507141
4572.441101	-91.136421
4573.114014	-90.487122
4573.786926	-90.730133
4574.459839	-90.938240
4575.132751	-91.061531
4575.805664	-91.849731
4576.478577	-92.799934
4577.151489	-94.682800
4577.824402	-93.055763
4578.497314	-91.740974
4579.170227	-93.943573
4579.843140	-96.150223
4580.516052	-95.501595
4581.188965	-94.020348
4581.861877	-94.806213
4582.534790	-94.548912
4583.207703	-93.913704
4583.880615	-92.103210
4584.553528	-90.415764
4585.226440	-91.179787
4585.899353	-92.034462
4586.572266	-92.023056
